barcode,path,nac_path,mat_path,amb_path,time,sex,tissue,viallabel,pid,calculated.variables.pct_body_fat_change,calculated.variables.pct_body_lean_change,calculated.variables.pct_body_fluid_change,calculated.variables.lactate_change_dueto_train,calculated.variables.vo2_max_change,calculated.variables.coll_time_train,calculated.variables.deathtime_after_train,calculated.variables.frozetime_after_train
SRR25251185,/tolva/rat_attack/rat/count_matrices_SRR25251185/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251185/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251185/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251185/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,male,venacv,90218016502,22,-4.9,-5.0,-1.5,6.0,8.72,179520,179539,179551
SRR25251186,/tolva/rat_attack/rat/count_matrices_SRR25251186/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251186/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251186/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251186/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,female,venacv,90267016502,31,-1.9,1.1,0.1,10.0,6.66,182546,182558,182558
SRR25251187,/tolva/rat_attack/rat/count_matrices_SRR25251187/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251187/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251187/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251187/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,venacv,90217016502,23,1.8,6.9,1.6,7.7,-1.0,169240,169279,169262
SRR25251188,/tolva/rat_attack/rat/count_matrices_SRR25251188/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251188/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251188/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251188/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,female,venacv,90266016502,4,4.1,-5.2,0.0,5.6,-14.17,181352,181366,181362
SRR25251189,/tolva/rat_attack/rat/count_matrices_SRR25251189/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251189/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251189/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251189/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,male,hippoc,90225015202,19,-5.5,3.7,-0.7,6.8,12.22,179207,178945,179216
SRR25251190,/tolva/rat_attack/rat/count_matrices_SRR25251190/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251190/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251190/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251190/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,male,wat,90292017005,28,-1.7,2.9,-0.1,9.7,1.99,183187,183292,183205
SRR25251191,/tolva/rat_attack/rat/count_matrices_SRR25251191/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251191/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251191/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251191/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,male,wat,90289017005,1,3.2,-1.4,0.5,8.8,0.61,179429,179551,179442
SRR25251192,/tolva/rat_attack/rat/count_matrices_SRR25251192/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251192/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251192/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251192/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,male,wat,90283017005,2,-1.2,1.1,0.1,12.0,4.47,182769,182881,182782
SRR25251193,/tolva/rat_attack/rat/count_matrices_SRR25251193/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251193/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251193/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251193/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,male,wat,90281017005,29,-3.3,3.0,-0.7,5.4,1.5,180167,180278,180185
SRR25251194,/tolva/rat_attack/rat/count_matrices_SRR25251194/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251194/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251194/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251194/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,male,wat,90280017005,30,-2.1,2.6,-0.2,11.6,2.02,178929,179048,178939
SRR25251195,/tolva/rat_attack/rat/count_matrices_SRR25251195/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251195/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251195/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251195/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,female,wat,90267017005,31,-1.9,1.1,0.1,10.0,6.66,182446,182558,182463
SRR25251196,/tolva/rat_attack/rat/count_matrices_SRR25251196/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251196/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251196/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251196/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,female,wat,90266017005,4,4.1,-5.2,0.0,5.6,-14.17,181248,181366,181260
SRR25251197,/tolva/rat_attack/rat/count_matrices_SRR25251197/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251197/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251197/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251197/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,blood,90587013001,24,,,,,,180542,180787,187793
SRR25251198,/tolva/rat_attack/rat/count_matrices_SRR25251198/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251198/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251198/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251198/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,female,wat,90265017005,6,1.8,-2.8,-0.4,12.7,-15.46,179989,180112,180004
SRR25251199,/tolva/rat_attack/rat/count_matrices_SRR25251199/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251199/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251199/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251199/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,female,wat,90259017005,7,-2.2,4.5,-0.1,6.9,8.68,178812,178956,178850
SRR25251200,/tolva/rat_attack/rat/count_matrices_SRR25251200/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251200/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251200/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251200/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,female,wat,90258017005,8,1.3,0.3,-0.4,5.0,15.47,177625,177754,177641
SRR25251201,/tolva/rat_attack/rat/count_matrices_SRR25251201/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251201/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251201/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251201/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,female,wat,90254017005,9,0.2,2.8,-0.6,10.8,14.02,179701,179840,179709
SRR25251202,/tolva/rat_attack/rat/count_matrices_SRR25251202/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251202/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251202/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251202/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,female,wat,90252017005,10,3.4,-4.0,-0.4,6.9,3.92,189020,189183,189042
SRR25251203,/tolva/rat_attack/rat/count_matrices_SRR25251203/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251203/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251203/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251203/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,bat,90581016902,26,,,,,,179565,179406,179608
SRR25251204,/tolva/rat_attack/rat/count_matrices_SRR25251204/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251204/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251204/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251204/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,bat,90578016902,27,,,,,,184018,183872,184062
SRR25251205,/tolva/rat_attack/rat/count_matrices_SRR25251205/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251205/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251205/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251205/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,bat,90576016902,32,,,,,,181586,181453,181631
SRR25251206,/tolva/rat_attack/rat/count_matrices_SRR25251206/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251206/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251206/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251206/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,wat,90239017005,14,1.1,-1.2,0.0,9.0,4.95,181102,181216,181119
SRR25251207,/tolva/rat_attack/rat/count_matrices_SRR25251207/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251207/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251207/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251207/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,wat,90237017005,15,1.7,-0.8,0.2,6.2,-6.16,178168,178300,178188
SRR25251208,/tolva/rat_attack/rat/count_matrices_SRR25251208/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251208/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251208/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251208/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,bat,90571016902,0,,,,,,182826,182672,182874
SRR25251209,/tolva/rat_attack/rat/count_matrices_SRR25251209/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251209/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251209/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251209/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,bat,90567016902,33,,,,,,171272,171137,171345
SRR25251210,/tolva/rat_attack/rat/count_matrices_SRR25251210/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251210/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251210/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251210/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,bat,90564016902,34,,,,,,182660,182538,182730
SRR25251211,/tolva/rat_attack/rat/count_matrices_SRR25251211/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251211/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251211/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251211/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,bat,90560016902,3,,,,,,168550,168361,168660
SRR25251212,/tolva/rat_attack/rat/count_matrices_SRR25251212/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251212/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251212/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251212/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,bat,90559016902,5,,,,,,179820,179663,179868
SRR25251213,/tolva/rat_attack/rat/count_matrices_SRR25251213/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251213/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251213/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251213/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,male,skm-vl,90426015603,20,,,,,,179530,179250,179541
SRR25251214,/tolva/rat_attack/rat/count_matrices_SRR25251214/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251214/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251214/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251214/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,blood,90585013001,25,,,,,,182702,182963,189950
SRR25251215,/tolva/rat_attack/rat/count_matrices_SRR25251215/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251215/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251215/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251215/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,male,heart,90222015803,45,-5.8,4.6,-0.6,4.5,14.54,180624,180624,180661
SRR25251216,/tolva/rat_attack/rat/count_matrices_SRR25251216/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251216/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251216/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251216/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,male,heart,90218015803,22,-4.9,-5.0,-1.5,6.0,8.72,179539,179539,179610
SRR25251217,/tolva/rat_attack/rat/count_matrices_SRR25251217/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251217/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251217/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251217/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,heart,90217015803,23,1.8,6.9,1.6,7.7,-1.0,169279,169279,169347
SRR25251218,/tolva/rat_attack/rat/count_matrices_SRR25251218/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251218/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251218/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251218/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,skm-vl,90587015603,24,,,,,,181103,180787,181118
SRR25251219,/tolva/rat_attack/rat/count_matrices_SRR25251219/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251219/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251219/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251219/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,skm-vl,90585015603,25,,,,,,183242,182963,183255
SRR25251220,/tolva/rat_attack/rat/count_matrices_SRR25251220/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251220/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251220/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251220/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,skm-vl,90581015603,26,,,,,,179721,179406,179738
SRR25251221,/tolva/rat_attack/rat/count_matrices_SRR25251221/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251221/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251221/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251221/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,skm-vl,90578015603,27,,,,,,184152,183872,184172
SRR25251222,/tolva/rat_attack/rat/count_matrices_SRR25251222/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251222/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251222/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251222/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,skm-vl,90576015603,32,,,,,,181723,181453,181737
SRR25251224,/tolva/rat_attack/rat/count_matrices_SRR25251224/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251224/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251224/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251224/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,skm-vl,90571015603,0,,,,,,182983,182672,182995
SRR25251225,/tolva/rat_attack/rat/count_matrices_SRR25251225/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251225/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251225/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251225/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,skm-vl,90567015603,33,,,,,,171464,171137,171484
SRR25251226,/tolva/rat_attack/rat/count_matrices_SRR25251226/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251226/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251226/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251226/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,skm-vl,90564015603,34,,,,,,182805,182538,182814
SRR25251227,/tolva/rat_attack/rat/count_matrices_SRR25251227/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251227/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251227/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251227/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,skm-vl,90560015603,3,,,,,,168742,168361,168751
SRR25251228,/tolva/rat_attack/rat/count_matrices_SRR25251228/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251228/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251228/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251228/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,skm-vl,90559015603,5,,,,,,180030,179663,180038
SRR25251229,/tolva/rat_attack/rat/count_matrices_SRR25251229/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251229/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251229/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251229/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,male,skm-vl,90450015603,44,,,,,,183452,183160,183462
SRR25251230,/tolva/rat_attack/rat/count_matrices_SRR25251230/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251230/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251230/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251230/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,male,skm-vl,90449015603,43,,,,,,182273,181978,182292
SRR25251231,/tolva/rat_attack/rat/count_matrices_SRR25251231/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251231/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251231/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251231/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,male,skm-vl,90444015603,42,,,,,,183124,182833,183142
SRR25251232,/tolva/rat_attack/rat/count_matrices_SRR25251232/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251232/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251232/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251232/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,male,skm-vl,90441015603,41,,,,,,179455,179187,179492
SRR25251233,/tolva/rat_attack/rat/count_matrices_SRR25251233/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251233/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251233/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251233/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,male,skm-vl,90439015603,47,,,,,,183400,183141,183415
SRR25251236,/tolva/rat_attack/rat/count_matrices_SRR25251236/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251236/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251236/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251236/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,female,skm-vl,90254015603,9,0.2,2.8,-0.6,10.8,14.02,180162,179840,180181
SRR25251237,/tolva/rat_attack/rat/count_matrices_SRR25251237/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251237/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251237/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251237/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,bat,90239016902,14,1.1,-1.2,0.0,9.0,4.95,181357,181216,181462
SRR25251238,/tolva/rat_attack/rat/count_matrices_SRR25251238/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251238/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251238/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251238/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,bat,90237016902,15,1.7,-0.8,0.2,6.2,-6.16,178467,178300,178517
SRR25251239,/tolva/rat_attack/rat/count_matrices_SRR25251239/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251239/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251239/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251239/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,blood,90567013001,33,,,,,,170800,171137,178062
SRR25251240,/tolva/rat_attack/rat/count_matrices_SRR25251240/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251240/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251240/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251240/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,bat,90232016902,16,0.0,1.2,0.2,8.1,-0.48,177498,177320,177580
