barcode,path,nac_path,mat_path,amb_path,time,sex,tissue,viallabel,pid,calculated.variables.pct_body_fat_change,calculated.variables.pct_body_lean_change,calculated.variables.pct_body_fluid_change,calculated.variables.lactate_change_dueto_train,calculated.variables.vo2_max_change,calculated.variables.coll_time_train,calculated.variables.deathtime_after_train,calculated.variables.frozetime_after_train
SRR25250918,/tolva/rat_attack/rat/count_matrices_SRR25250918/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250918/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250918/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250918/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,skm-gn,90571015512,0,,,,,,182512,182672,182563
SRR25250920,/tolva/rat_attack/rat/count_matrices_SRR25250920/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250920/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250920/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250920/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,male,skm-gn,90289015512,1,3.2,-1.4,0.5,8.8,0.61,179330,179551,179371
SRR25250921,/tolva/rat_attack/rat/count_matrices_SRR25250921/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250921/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250921/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250921/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,male,skm-gn,90283015512,2,-1.2,1.1,0.1,12.0,4.47,182656,182881,182688
SRR25250922,/tolva/rat_attack/rat/count_matrices_SRR25250922/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250922/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250922/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250922/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,skm-gn,90560015512,3,,,,,,168166,168361,168205
SRR25250923,/tolva/rat_attack/rat/count_matrices_SRR25250923/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250923/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250923/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250923/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,female,skm-gn,90266015512,4,4.1,-5.2,0.0,5.6,-14.17,181149,181366,181183
SRR25250924,/tolva/rat_attack/rat/count_matrices_SRR25250924/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250924/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250924/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250924/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,skm-gn,90559015512,5,,,,,,179510,179663,179543
SRR25250925,/tolva/rat_attack/rat/count_matrices_SRR25250925/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250925/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250925/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250925/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,female,skm-gn,90265015512,6,1.8,-2.8,-0.4,12.7,-15.46,179911,180112,179936
SRR25250926,/tolva/rat_attack/rat/count_matrices_SRR25250926/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250926/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250926/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250926/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,female,skm-gn,90259015512,7,-2.2,4.5,-0.1,6.9,8.68,178743,178956,178780
SRR25250927,/tolva/rat_attack/rat/count_matrices_SRR25250927/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250927/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250927/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250927/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,female,skm-gn,90258015512,8,1.3,0.3,-0.4,5.0,15.47,177543,177754,177596
SRR25250928,/tolva/rat_attack/rat/count_matrices_SRR25250928/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250928/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250928/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250928/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,female,skm-gn,90254015512,9,0.2,2.8,-0.6,10.8,14.02,179622,179840,179665
SRR25250930,/tolva/rat_attack/rat/count_matrices_SRR25250930/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250930/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250930/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250930/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,female,skm-gn,90252015512,10,3.4,-4.0,-0.4,6.9,3.92,188936,189183,188981
SRR25250931,/tolva/rat_attack/rat/count_matrices_SRR25250931/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250931/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250931/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250931/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,female,skm-gn,90251015512,11,2.4,-0.7,0.0,7.2,3.57,180773,181010,180816
SRR25250932,/tolva/rat_attack/rat/count_matrices_SRR25250932/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250932/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250932/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250932/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,female,skm-gn,90248015512,12,4.5,-3.6,-0.2,8.9,-7.87,179537,179716,179562
SRR25250933,/tolva/rat_attack/rat/count_matrices_SRR25250933/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250933/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250933/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250933/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,female,skm-gn,90245015512,13,0.5,-0.7,0.5,10.3,-10.64,181192,181461,181238
SRR25250934,/tolva/rat_attack/rat/count_matrices_SRR25250934/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250934/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250934/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250934/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,skm-gn,90239015512,14,1.1,-1.2,0.0,9.0,4.95,180994,181216,181045
SRR25250935,/tolva/rat_attack/rat/count_matrices_SRR25250935/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250935/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250935/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250935/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,skm-gn,90237015512,15,1.7,-0.8,0.2,6.2,-6.16,178072,178300,178176
SRR25250936,/tolva/rat_attack/rat/count_matrices_SRR25250936/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250936/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250936/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250936/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,skm-gn,90232015512,16,0.0,1.2,0.2,8.1,-0.48,177077,177320,177122
SRR25250937,/tolva/rat_attack/rat/count_matrices_SRR25250937/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250937/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250937/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250937/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,skm-gn,90229015512,17,0.0,-1.8,-0.4,5.0,-2.05,181920,182221,181973
SRR25250938,/tolva/rat_attack/rat/count_matrices_SRR25250938/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250938/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250938/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250938/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,male,skm-gn,90227015512,18,-3.3,2.7,0.1,2.9,3.57,181816,182046,181872
SRR25250939,/tolva/rat_attack/rat/count_matrices_SRR25250939/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250939/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250939/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250939/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,male,skm-gn,90225015512,19,-5.5,3.7,-0.7,6.8,12.22,178725,178945,178790
SRR25250940,/tolva/rat_attack/rat/count_matrices_SRR25250940/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250940/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250940/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250940/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,male,hypoth,90426015402,20,,,,,,179397,179250,179404
SRR25250941,/tolva/rat_attack/rat/count_matrices_SRR25250941/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250941/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250941/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250941/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,male,hypoth,90423015402,21,,,,,,182621,182474,182629
SRR25250942,/tolva/rat_attack/rat/count_matrices_SRR25250942/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250942/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250942/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250942/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,male,skm-gn,90218015512,22,-4.9,-5.0,-1.5,6.0,8.72,179268,179539,179318
SRR25250943,/tolva/rat_attack/rat/count_matrices_SRR25250943/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250943/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250943/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250943/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,skm-gn,90217015512,23,1.8,6.9,1.6,7.7,-1.0,169003,169279,169050
SRR25250944,/tolva/rat_attack/rat/count_matrices_SRR25250944/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250944/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250944/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250944/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,hypoth,90587015402,24,,,,,,180977,180787,180982
SRR25250945,/tolva/rat_attack/rat/count_matrices_SRR25250945/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250945/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250945/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250945/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,hypoth,90585015402,25,,,,,,183090,182963,183098
SRR25250946,/tolva/rat_attack/rat/count_matrices_SRR25250946/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250946/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250946/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250946/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,hypoth,90581015402,26,,,,,,179583,179406,179588
SRR25250947,/tolva/rat_attack/rat/count_matrices_SRR25250947/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250947/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250947/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250947/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,hypoth,90578015402,27,,,,,,184000,183872,184002
SRR25250948,/tolva/rat_attack/rat/count_matrices_SRR25250948/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250948/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250948/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250948/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,male,hypoth,90292015402,28,-1.7,2.9,-0.1,9.7,1.99,183431,183292,183436
SRR25250950,/tolva/rat_attack/rat/count_matrices_SRR25250950/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250950/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250950/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250950/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,male,hypoth,90289015402,1,3.2,-1.4,0.5,8.8,0.61,179740,179551,179746
SRR25250951,/tolva/rat_attack/rat/count_matrices_SRR25250951/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250951/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250951/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250951/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,male,hypoth,90283015402,2,-1.2,1.1,0.1,12.0,4.47,183040,182881,183046
SRR25250952,/tolva/rat_attack/rat/count_matrices_SRR25250952/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250952/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250952/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250952/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,male,hypoth,90281015402,29,-3.3,3.0,-0.7,5.4,1.5,180419,180278,180426
SRR25250953,/tolva/rat_attack/rat/count_matrices_SRR25250953/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250953/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250953/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250953/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,male,hypoth,90280015402,30,-2.1,2.6,-0.2,11.6,2.02,179191,179048,179198
SRR25250954,/tolva/rat_attack/rat/count_matrices_SRR25250954/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250954/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250954/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250954/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,female,hypoth,90267015402,31,-1.9,1.1,0.1,10.0,6.66,182689,182558,182701
SRR25250955,/tolva/rat_attack/rat/count_matrices_SRR25250955/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250955/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250955/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250955/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,female,hypoth,90266015402,4,4.1,-5.2,0.0,5.6,-14.17,181487,181366,181494
SRR25250956,/tolva/rat_attack/rat/count_matrices_SRR25250956/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250956/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250956/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250956/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,female,hypoth,90265015402,6,1.8,-2.8,-0.4,12.7,-15.46,180241,180112,180247
SRR25250957,/tolva/rat_attack/rat/count_matrices_SRR25250957/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250957/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250957/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250957/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,female,hypoth,90259015402,7,-2.2,4.5,-0.1,6.9,8.68,179116,178956,179120
SRR25250958,/tolva/rat_attack/rat/count_matrices_SRR25250958/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250958/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250958/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250958/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,female,hypoth,90258015402,8,1.3,0.3,-0.4,5.0,15.47,177889,177754,177898
SRR25250959,/tolva/rat_attack/rat/count_matrices_SRR25250959/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250959/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250959/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250959/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,female,hypoth,90254015402,9,0.2,2.8,-0.6,10.8,14.02,180019,179840,180025
SRR25250961,/tolva/rat_attack/rat/count_matrices_SRR25250961/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250961/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250961/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250961/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,cortex,90576015302,32,,,,,,181644,181453,181653
SRR25250962,/tolva/rat_attack/rat/count_matrices_SRR25250962/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250962/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250962/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250962/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,cortex,90571015302,0,,,,,,182885,182672,182894
SRR25250964,/tolva/rat_attack/rat/count_matrices_SRR25250964/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250964/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250964/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250964/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,cortex,90567015302,33,,,,,,171382,171137,171394
SRR25250965,/tolva/rat_attack/rat/count_matrices_SRR25250965/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250965/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250965/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250965/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,cortex,90564015302,34,,,,,,182702,182538,182710
SRR25250966,/tolva/rat_attack/rat/count_matrices_SRR25250966/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250966/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250966/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250966/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,female,hypoth,90248015402,12,4.5,-3.6,-0.2,8.9,-7.87,179840,179716,179846
SRR25250967,/tolva/rat_attack/rat/count_matrices_SRR25250967/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250967/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250967/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250967/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,female,hypoth,90245015402,13,0.5,-0.7,0.5,10.3,-10.64,181630,181461,181640
SRR25250968,/tolva/rat_attack/rat/count_matrices_SRR25250968/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250968/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250968/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250968/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,hypoth,90239015402,14,1.1,-1.2,0.0,9.0,4.95,181366,181216,181373
SRR25250969,/tolva/rat_attack/rat/count_matrices_SRR25250969/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250969/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250969/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250969/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,hypoth,90237015402,15,1.7,-0.8,0.2,6.2,-6.16,178434,178300,178444
SRR25250970,/tolva/rat_attack/rat/count_matrices_SRR25250970/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250970/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250970/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250970/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,hypoth,90232015402,16,0.0,1.2,0.2,8.1,-0.48,177465,177320,177475
SRR25250971,/tolva/rat_attack/rat/count_matrices_SRR25250971/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250971/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250971/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250971/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,hypoth,90229015402,17,0.0,-1.8,-0.4,5.0,-2.05,182374,182221,182380
SRR25250972,/tolva/rat_attack/rat/count_matrices_SRR25250972/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250972/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250972/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250972/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,male,cortex,90423015302,21,,,,,,182751,182474,182760
SRR25250973,/tolva/rat_attack/rat/count_matrices_SRR25250973/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250973/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250973/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250973/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,male,cortex,90422015302,35,,,,,,181587,181293,181598
SRR25250974,/tolva/rat_attack/rat/count_matrices_SRR25250974/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250974/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250974/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250974/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,male,cortex,90421015302,36,,,,,,180249,179950,180262
SRR25250975,/tolva/rat_attack/rat/count_matrices_SRR25250975/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250975/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250975/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250975/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,female,cortex,90420015302,37,-0.4,2.2,0.2,8.3,1.12,183608,183403,183624
