pid,viallabel,calculated.variables.pct_body_fat_change,calculated.variables.pct_body_lean_change,calculated.variables.pct_body_fluid_change,calculated.variables.lactate_change_dueto_train,calculated.variables.vo2_max_change,calculated.variables.coll_time_train,calculated.variables.deathtime_after_train,calculated.variables.frozetime_after_train,group,sex,tissue,time,rank,nid,barcode,path,nac_path,mat_path,amb_path
10023259,90217013001,1.8,6.9,1.6,7.7,-1.0,168866,169279,176100,control,M,BLOOD,0,A,M0A,SRR25251722,/tolva/rat_attack/rat/count_matrices_SRR25251722/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251722/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251722/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251722/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10023259,90217013104,1.8,6.9,1.6,7.7,-1.0,168866,169279,171453,control,M,PLASMA,0,A,M0A,,,,,
10023259,90217013105,1.8,6.9,1.6,7.7,-1.0,168866,169279,171453,control,M,PLASMA,0,A,M0A,,,,,
10023259,90217013106,1.8,6.9,1.6,7.7,-1.0,168866,169279,171453,control,M,PLASMA,0,A,M0A,,,,,
10023259,90217013107,1.8,6.9,1.6,7.7,-1.0,168866,169279,171453,control,M,PLASMA,0,A,M0A,,,,,
10023259,90217013108,1.8,6.9,1.6,7.7,-1.0,168866,169279,171453,control,M,PLASMA,0,A,M0A,,,,,
10023259,90217013109,1.8,6.9,1.6,7.7,-1.0,168866,169279,171453,control,M,PLASMA,0,A,M0A,,,,,
10023259,90217013110,1.8,6.9,1.6,7.7,-1.0,168866,169279,171453,control,M,PLASMA,0,A,M0A,,,,,
10023259,90217013111,1.8,6.9,1.6,7.7,-1.0,168866,169279,171453,control,M,PLASMA,0,A,M0A,,,,,
10023259,90217015202,1.8,6.9,1.6,7.7,-1.0,169636,169279,169645,control,M,HIPPOC,0,A,M0A,SRR25251305,/tolva/rat_attack/rat/count_matrices_SRR25251305/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251305/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251305/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251305/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10023259,90217015203,1.8,6.9,1.6,7.7,-1.0,169636,169279,169645,control,M,HIPPOC,0,A,M0A,,,,,
10023259,90217015204,1.8,6.9,1.6,7.7,-1.0,169636,169279,169645,control,M,HIPPOC,0,A,M0A,,,,,
10023259,90217015205,1.8,6.9,1.6,7.7,-1.0,169636,169279,169645,control,M,HIPPOC,0,A,M0A,,,,,
10023259,90217015206,1.8,6.9,1.6,7.7,-1.0,169636,169279,169645,control,M,HIPPOC,0,A,M0A,,,,,
10023259,90217015207,1.8,6.9,1.6,7.7,-1.0,169636,169279,169645,control,M,HIPPOC,0,A,M0A,,,,,
10023259,90217015208,1.8,6.9,1.6,7.7,-1.0,169636,169279,169645,control,M,HIPPOC,0,A,M0A,,,,,
10023259,90217015209,1.8,6.9,1.6,7.7,-1.0,169636,169279,169645,control,M,HIPPOC,0,A,M0A,,,,,
10023259,90217015210,1.8,6.9,1.6,7.7,-1.0,169636,169279,169645,control,M,HIPPOC,0,A,M0A,,,,,
10023259,90217015302,1.8,6.9,1.6,7.7,-1.0,169659,169279,169668,control,M,CORTEX,0,A,M0A,SRR25251016,/tolva/rat_attack/rat/count_matrices_SRR25251016/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251016/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251016/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251016/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10023259,90217015303,1.8,6.9,1.6,7.7,-1.0,169659,169279,169668,control,M,CORTEX,0,A,M0A,,,,,
10023259,90217015304,1.8,6.9,1.6,7.7,-1.0,169659,169279,169668,control,M,CORTEX,0,A,M0A,,,,,
10023259,90217015305,1.8,6.9,1.6,7.7,-1.0,169659,169279,169668,control,M,CORTEX,0,A,M0A,,,,,
10023259,90217015306,1.8,6.9,1.6,7.7,-1.0,169659,169279,169668,control,M,CORTEX,0,A,M0A,,,,,
10023259,90217015402,1.8,6.9,1.6,7.7,-1.0,169543,169279,169547,control,M,HYPOTH,0,A,M0A,SRR25251842,/tolva/rat_attack/rat/count_matrices_SRR25251842/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251842/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251842/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251842/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10023259,90217015503,1.8,6.9,1.6,7.7,-1.0,169003,169279,169050,control,M,SKM-GN,0,A,M0A,,,,,
10023259,90217015504,1.8,6.9,1.6,7.7,-1.0,169003,169279,169050,control,M,SKM-GN,0,A,M0A,,,,,
10023259,90217015505,1.8,6.9,1.6,7.7,-1.0,169003,169279,169050,control,M,SKM-GN,0,A,M0A,,,,,
10023259,90217015507,1.8,6.9,1.6,7.7,-1.0,169003,169279,169050,control,M,SKM-GN,0,A,M0A,,,,,
10023259,90217015508,1.8,6.9,1.6,7.7,-1.0,169003,169279,169050,control,M,SKM-GN,0,A,M0A,,,,,
10023259,90217015509,1.8,6.9,1.6,7.7,-1.0,169003,169279,169050,control,M,SKM-GN,0,A,M0A,,,,,
10023259,90217015510,1.8,6.9,1.6,7.7,-1.0,169003,169279,169050,control,M,SKM-GN,0,A,M0A,,,,,
10023259,90217015511,1.8,6.9,1.6,7.7,-1.0,169003,169279,169050,control,M,SKM-GN,0,A,M0A,,,,,
10023259,90217015512,1.8,6.9,1.6,7.7,-1.0,169003,169279,169050,control,M,SKM-GN,0,A,M0A,SRR25250943,/tolva/rat_attack/rat/count_matrices_SRR25250943/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250943/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250943/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25250943/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10023259,90217015514,1.8,6.9,1.6,7.7,-1.0,169003,169279,169050,control,M,SKM-GN,0,A,M0A,,,,,
10023259,90217015515,1.8,6.9,1.6,7.7,-1.0,169003,169279,169050,control,M,SKM-GN,0,A,M0A,,,,,
10023259,90217015516,1.8,6.9,1.6,7.7,-1.0,169003,169279,169050,control,M,SKM-GN,0,A,M0A,,,,,
10023259,90217015603,1.8,6.9,1.6,7.7,-1.0,169765,169279,169775,control,M,SKM-VL,0,A,M0A,SRR25251345,/tolva/rat_attack/rat/count_matrices_SRR25251345/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251345/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251345/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251345/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10023259,90217015604,1.8,6.9,1.6,7.7,-1.0,169765,169279,169775,control,M,SKM-VL,0,A,M0A,,,,,
10023259,90217015605,1.8,6.9,1.6,7.7,-1.0,169765,169279,169775,control,M,SKM-VL,0,A,M0A,,,,,
10023259,90217015606,1.8,6.9,1.6,7.7,-1.0,169765,169279,169775,control,M,SKM-VL,0,A,M0A,,,,,
10023259,90217015802,1.8,6.9,1.6,7.7,-1.0,169279,169279,169347,control,M,HEART,0,A,M0A,,,,,
10023259,90217015803,1.8,6.9,1.6,7.7,-1.0,169279,169279,169347,control,M,HEART,0,A,M0A,SRR25251217,/tolva/rat_attack/rat/count_matrices_SRR25251217/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251217/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251217/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251217/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10023259,90217015804,1.8,6.9,1.6,7.7,-1.0,169279,169279,169347,control,M,HEART,0,A,M0A,,,,,
10023259,90217015805,1.8,6.9,1.6,7.7,-1.0,169279,169279,169347,control,M,HEART,0,A,M0A,,,,,
10023259,90217015806,1.8,6.9,1.6,7.7,-1.0,169279,169279,169347,control,M,HEART,0,A,M0A,,,,,
10023259,90217015807,1.8,6.9,1.6,7.7,-1.0,169279,169279,169347,control,M,HEART,0,A,M0A,,,,,
10023259,90217015808,1.8,6.9,1.6,7.7,-1.0,169279,169279,169347,control,M,HEART,0,A,M0A,,,,,
10023259,90217015809,1.8,6.9,1.6,7.7,-1.0,169279,169279,169347,control,M,HEART,0,A,M0A,,,,,
10023259,90217015810,1.8,6.9,1.6,7.7,-1.0,169279,169279,169347,control,M,HEART,0,A,M0A,,,,,
10023259,90217015811,1.8,6.9,1.6,7.7,-1.0,169279,169279,169347,control,M,HEART,0,A,M0A,,,,,
10023259,90217015812,1.8,6.9,1.6,7.7,-1.0,169279,169279,169347,control,M,HEART,0,A,M0A,,,,,
10023259,90217015902,1.8,6.9,1.6,7.7,-1.0,169386,169279,169439,control,M,KIDNEY,0,A,M0A,SRR25251518,/tolva/rat_attack/rat/count_matrices_SRR25251518/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251518/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251518/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251518/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10023259,90217015903,1.8,6.9,1.6,7.7,-1.0,169386,169279,169439,control,M,KIDNEY,0,A,M0A,,,,,
10023259,90217015904,1.8,6.9,1.6,7.7,-1.0,169386,169279,169439,control,M,KIDNEY,0,A,M0A,,,,,
10023259,90217015905,1.8,6.9,1.6,7.7,-1.0,169386,169279,169439,control,M,KIDNEY,0,A,M0A,,,,,
10023259,90217015906,1.8,6.9,1.6,7.7,-1.0,169386,169279,169439,control,M,KIDNEY,0,A,M0A,,,,,
10023259,90217015907,1.8,6.9,1.6,7.7,-1.0,169386,169279,169439,control,M,KIDNEY,0,A,M0A,,,,,
10023259,90217015908,1.8,6.9,1.6,7.7,-1.0,169386,169279,169439,control,M,KIDNEY,0,A,M0A,,,,,
10023259,90217015909,1.8,6.9,1.6,7.7,-1.0,169386,169279,169439,control,M,KIDNEY,0,A,M0A,,,,,
10023259,90217015910,1.8,6.9,1.6,7.7,-1.0,169386,169279,169439,control,M,KIDNEY,0,A,M0A,,,,,
10023259,90217015911,1.8,6.9,1.6,7.7,-1.0,169386,169279,169439,control,M,KIDNEY,0,A,M0A,,,,,
10023259,90217016002,1.8,6.9,1.6,7.7,-1.0,169386,169279,169498,control,M,ADRNL,0,A,M0A,SRR25251464,/tolva/rat_attack/rat/count_matrices_SRR25251464/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251464/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251464/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251464/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10023259,90217016003,1.8,6.9,1.6,7.7,-1.0,169386,169279,169498,control,M,ADRNL,0,A,M0A,,,,,
10023259,90217016004,1.8,6.9,1.6,7.7,-1.0,169386,169279,169498,control,M,ADRNL,0,A,M0A,,,,,
10023259,90217016102,1.8,6.9,1.6,7.7,-1.0,169660,169279,169733,control,M,COLON,0,A,M0A,SRR25251678,/tolva/rat_attack/rat/count_matrices_SRR25251678/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251678/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251678/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251678/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10023259,90217016103,1.8,6.9,1.6,7.7,-1.0,169660,169279,169733,control,M,COLON,0,A,M0A,,,,,
10023259,90217016104,1.8,6.9,1.6,7.7,-1.0,169660,169279,169733,control,M,COLON,0,A,M0A,,,,,
10023259,90217016105,1.8,6.9,1.6,7.7,-1.0,169660,169279,169733,control,M,COLON,0,A,M0A,,,,,
10023259,90217016202,1.8,6.9,1.6,7.7,-1.0,169474,169279,169509,control,M,SPLEEN,0,A,M0A,SRR25251790,/tolva/rat_attack/rat/count_matrices_SRR25251790/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251790/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251790/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251790/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10023259,90217016203,1.8,6.9,1.6,7.7,-1.0,169474,169279,169509,control,M,SPLEEN,0,A,M0A,,,,,
10023259,90217016204,1.8,6.9,1.6,7.7,-1.0,169474,169279,169509,control,M,SPLEEN,0,A,M0A,,,,,
10023259,90217016205,1.8,6.9,1.6,7.7,-1.0,169474,169279,169509,control,M,SPLEEN,0,A,M0A,,,,,
10023259,90217016302,1.8,6.9,1.6,7.7,-1.0,169684,169279,169756,control,M,TESTES,0,A,M0A,SRR25251060,/tolva/rat_attack/rat/count_matrices_SRR25251060/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251060/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251060/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251060/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10023259,90217016303,1.8,6.9,1.6,7.7,-1.0,169684,169279,169756,control,M,TESTES,0,A,M0A,,,,,
10023259,90217016304,1.8,6.9,1.6,7.7,-1.0,169684,169279,169756,control,M,TESTES,0,A,M0A,,,,,
10023259,90217016305,1.8,6.9,1.6,7.7,-1.0,169684,169279,169756,control,M,TESTES,0,A,M0A,,,,,
10023259,90217016502,1.8,6.9,1.6,7.7,-1.0,169240,169279,169262,control,M,VENACV,0,A,M0A,SRR25251187,/tolva/rat_attack/rat/count_matrices_SRR25251187/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251187/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251187/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251187/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10023259,90217016503,1.8,6.9,1.6,7.7,-1.0,169240,169279,169262,control,M,VENACV,0,A,M0A,,,,,
10023259,90217016602,1.8,6.9,1.6,7.7,-1.0,169279,169279,169407,control,M,LUNG,0,A,M0A,,,,,
10023259,90217016603,1.8,6.9,1.6,7.7,-1.0,169279,169279,169407,control,M,LUNG,0,A,M0A,SRR25251410,/tolva/rat_attack/rat/count_matrices_SRR25251410/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251410/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251410/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251410/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10023259,90217016604,1.8,6.9,1.6,7.7,-1.0,169279,169279,169407,control,M,LUNG,0,A,M0A,,,,,
10023259,90217016605,1.8,6.9,1.6,7.7,-1.0,169279,169279,169407,control,M,LUNG,0,A,M0A,,,,,
10023259,90217016606,1.8,6.9,1.6,7.7,-1.0,169279,169279,169407,control,M,LUNG,0,A,M0A,,,,,
10023259,90217016607,1.8,6.9,1.6,7.7,-1.0,169279,169279,169407,control,M,LUNG,0,A,M0A,,,,,
10023259,90217016608,1.8,6.9,1.6,7.7,-1.0,169279,169279,169407,control,M,LUNG,0,A,M0A,,,,,
10023259,90217016609,1.8,6.9,1.6,7.7,-1.0,169279,169279,169407,control,M,LUNG,0,A,M0A,,,,,
10023259,90217016610,1.8,6.9,1.6,7.7,-1.0,169279,169279,169407,control,M,LUNG,0,A,M0A,,,,,
10023259,90217016611,1.8,6.9,1.6,7.7,-1.0,169279,169279,169407,control,M,LUNG,0,A,M0A,,,,,
10023259,90217016702,1.8,6.9,1.6,7.7,-1.0,169636,169279,169725,control,M,SMLINT,0,A,M0A,SRR25251428,/tolva/rat_attack/rat/count_matrices_SRR25251428/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251428/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251428/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251428/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10023259,90217016703,1.8,6.9,1.6,7.7,-1.0,169636,169279,169725,control,M,SMLINT,0,A,M0A,,,,,
10023259,90217016704,1.8,6.9,1.6,7.7,-1.0,169636,169279,169725,control,M,SMLINT,0,A,M0A,,,,,
10023259,90217016705,1.8,6.9,1.6,7.7,-1.0,169636,169279,169725,control,M,SMLINT,0,A,M0A,,,,,
10023259,90217016803,1.8,6.9,1.6,7.7,-1.0,169160,169279,169178,control,M,LIVER,0,A,M0A,SRR25251372,/tolva/rat_attack/rat/count_matrices_SRR25251372/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251372/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251372/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251372/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10023259,90217016804,1.8,6.9,1.6,7.7,-1.0,169160,169279,169178,control,M,LIVER,0,A,M0A,,,,,
10023259,90217016805,1.8,6.9,1.6,7.7,-1.0,169160,169279,169178,control,M,LIVER,0,A,M0A,,,,,
10023259,90217016806,1.8,6.9,1.6,7.7,-1.0,169160,169279,169178,control,M,LIVER,0,A,M0A,,,,,
10023259,90217016807,1.8,6.9,1.6,7.7,-1.0,169160,169279,169178,control,M,LIVER,0,A,M0A,,,,,
10023259,90217016808,1.8,6.9,1.6,7.7,-1.0,169160,169279,169178,control,M,LIVER,0,A,M0A,,,,,
10023259,90217016809,1.8,6.9,1.6,7.7,-1.0,169160,169279,169178,control,M,LIVER,0,A,M0A,,,,,
10023259,90217016810,1.8,6.9,1.6,7.7,-1.0,169160,169279,169178,control,M,LIVER,0,A,M0A,,,,,
10023259,90217016811,1.8,6.9,1.6,7.7,-1.0,169160,169279,169178,control,M,LIVER,0,A,M0A,,,,,
10023259,90217016812,1.8,6.9,1.6,7.7,-1.0,169160,169279,169178,control,M,LIVER,0,A,M0A,,,,,
10023259,90217016813,1.8,6.9,1.6,7.7,-1.0,169160,169279,169178,control,M,LIVER,0,A,M0A,,,,,
10023259,90217016902,1.8,6.9,1.6,7.7,-1.0,169545,169279,169606,control,M,BAT,0,A,M0A,SRR25251247,/tolva/rat_attack/rat/count_matrices_SRR25251247/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251247/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251247/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251247/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10023259,90217016903,1.8,6.9,1.6,7.7,-1.0,169545,169279,169606,control,M,BAT,0,A,M0A,,,,,
10023259,90217016904,1.8,6.9,1.6,7.7,-1.0,169545,169279,169606,control,M,BAT,0,A,M0A,,,,,
10023259,90217016905,1.8,6.9,1.6,7.7,-1.0,169545,169279,169606,control,M,BAT,0,A,M0A,,,,,
10023259,90217016906,1.8,6.9,1.6,7.7,-1.0,169545,169279,169606,control,M,BAT,0,A,M0A,,,,,
10023259,90217016907,1.8,6.9,1.6,7.7,-1.0,169545,169279,169606,control,M,BAT,0,A,M0A,,,,,
10023259,90217016908,1.8,6.9,1.6,7.7,-1.0,169545,169279,169606,control,M,BAT,0,A,M0A,,,,,
10023259,90217016909,1.8,6.9,1.6,7.7,-1.0,169545,169279,169606,control,M,BAT,0,A,M0A,,,,,
10023259,90217017003,1.8,6.9,1.6,7.7,-1.0,169097,169279,169137,control,M,WAT-SC,0,A,M0A,,,,,
10023259,90217017004,1.8,6.9,1.6,7.7,-1.0,169097,169279,169137,control,M,WAT-SC,0,A,M0A,,,,,
10023259,90217017005,1.8,6.9,1.6,7.7,-1.0,169097,169279,169137,control,M,WAT-SC,0,A,M0A,SRR25251027,/tolva/rat_attack/rat/count_matrices_SRR25251027/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251027/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251027/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251027/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10023259,90217017006,1.8,6.9,1.6,7.7,-1.0,169097,169279,169137,control,M,WAT-SC,0,A,M0A,,,,,
10023259,90217017007,1.8,6.9,1.6,7.7,-1.0,169097,169279,169137,control,M,WAT-SC,0,A,M0A,,,,,
10023259,90217017008,1.8,6.9,1.6,7.7,-1.0,169097,169279,169137,control,M,WAT-SC,0,A,M0A,,,,,
10023259,90217017009,1.8,6.9,1.6,7.7,-1.0,169097,169279,169137,control,M,WAT-SC,0,A,M0A,,,,,
10023259,90217017010,1.8,6.9,1.6,7.7,-1.0,169097,169279,169137,control,M,WAT-SC,0,A,M0A,,,,,
10023259,90217017011,1.8,6.9,1.6,7.7,-1.0,169097,169279,169137,control,M,WAT-SC,0,A,M0A,,,,,
10023259,90217017012,1.8,6.9,1.6,7.7,-1.0,169097,169279,169137,control,M,WAT-SC,0,A,M0A,,,,,
10023259,90217017013,1.8,6.9,1.6,7.7,-1.0,169097,169279,169137,control,M,WAT-SC,0,A,M0A,,,,,
10023259,90217017014,1.8,6.9,1.6,7.7,-1.0,169097,169279,169137,control,M,WAT-SC,0,A,M0A,,,,,
10023259,90217017702,1.8,6.9,1.6,7.7,-1.0,126900,169279,126901,control,M,,0,A,M0A,,,,,
10024735,90218013001,-4.9,-5.0,-1.5,6.0,8.72,179159,179539,186735,8w,M,BLOOD,8,A,M8A,SRR25251733,/tolva/rat_attack/rat/count_matrices_SRR25251733/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251733/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251733/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251733/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10024735,90218013104,-4.9,-5.0,-1.5,6.0,8.72,179159,179539,182019,8w,M,PLASMA,8,A,M8A,,,,,
10024735,90218013105,-4.9,-5.0,-1.5,6.0,8.72,179159,179539,182019,8w,M,PLASMA,8,A,M8A,,,,,
10024735,90218013106,-4.9,-5.0,-1.5,6.0,8.72,179159,179539,182019,8w,M,PLASMA,8,A,M8A,,,,,
10024735,90218013107,-4.9,-5.0,-1.5,6.0,8.72,179159,179539,182019,8w,M,PLASMA,8,A,M8A,,,,,
10024735,90218013108,-4.9,-5.0,-1.5,6.0,8.72,179159,179539,182019,8w,M,PLASMA,8,A,M8A,,,,,
10024735,90218013109,-4.9,-5.0,-1.5,6.0,8.72,179159,179539,182019,8w,M,PLASMA,8,A,M8A,,,,,
10024735,90218013110,-4.9,-5.0,-1.5,6.0,8.72,179159,179539,182019,8w,M,PLASMA,8,A,M8A,,,,,
10024735,90218013111,-4.9,-5.0,-1.5,6.0,8.72,179159,179539,182019,8w,M,PLASMA,8,A,M8A,,,,,
10024735,90218015202,-4.9,-5.0,-1.5,6.0,8.72,179836,179539,179845,8w,M,HIPPOC,8,A,M8A,SRR25251294,/tolva/rat_attack/rat/count_matrices_SRR25251294/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251294/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251294/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251294/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10024735,90218015203,-4.9,-5.0,-1.5,6.0,8.72,179836,179539,179845,8w,M,HIPPOC,8,A,M8A,,,,,
10024735,90218015204,-4.9,-5.0,-1.5,6.0,8.72,179836,179539,179845,8w,M,HIPPOC,8,A,M8A,,,,,
10024735,90218015205,-4.9,-5.0,-1.5,6.0,8.72,179836,179539,179845,8w,M,HIPPOC,8,A,M8A,,,,,
10024735,90218015206,-4.9,-5.0,-1.5,6.0,8.72,179836,179539,179845,8w,M,HIPPOC,8,A,M8A,,,,,
10024735,90218015207,-4.9,-5.0,-1.5,6.0,8.72,179836,179539,179845,8w,M,HIPPOC,8,A,M8A,,,,,
10024735,90218015208,-4.9,-5.0,-1.5,6.0,8.72,179836,179539,179845,8w,M,HIPPOC,8,A,M8A,,,,,
10024735,90218015209,-4.9,-5.0,-1.5,6.0,8.72,179836,179539,179845,8w,M,HIPPOC,8,A,M8A,,,,,
10024735,90218015210,-4.9,-5.0,-1.5,6.0,8.72,179836,179539,179845,8w,M,HIPPOC,8,A,M8A,,,,,
10024735,90218015302,-4.9,-5.0,-1.5,6.0,8.72,179856,179539,179861,8w,M,CORTEX,8,A,M8A,SRR25251017,/tolva/rat_attack/rat/count_matrices_SRR25251017/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251017/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251017/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251017/quants_unfiltered_ambiguous/abundance_1/abundance.h5
10024735,90218015303,-4.9,-5.0,-1.5,6.0,8.72,179856,179539,179861,8w,M,CORTEX,8,A,M8A,,,,,
10024735,90218015304,-4.9,-5.0,-1.5,6.0,8.72,179856,179539,179861,8w,M,CORTEX,8,A,M8A,,,,,
10024735,90218015305,-4.9,-5.0,-1.5,6.0,8.72,179856,179539,179861,8w,M,CORTEX,8,A,M8A,,,,,
10024735,90218015306,-4.9,-5.0,-1.5,6.0,8.72,179856,179539,179861,8w,M,CORTEX,8,A,M8A,,,,,
