ID,rep_ID,phylum,class,order,family,genus,species,strandedness
u104371,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u104375,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u104393,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u104425,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u104428,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u104434,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u104465,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u104477,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u104490,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u104603,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u104746,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u104816,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u104883,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u104898,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u104914,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105069,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105091,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105098,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105125,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105145,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105277,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105280,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105490,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105507,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105528,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105585,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105657,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105678,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105701,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105785,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105795,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105803,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105858,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105863,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105869,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105894,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105944,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105948,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u105989,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106080,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106117,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106190,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106233,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106235,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106294,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106409,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106428,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106430,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106437,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106472,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106478,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106571,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106653,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106670,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106808,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106854,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106860,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106865,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106900,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106910,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106915,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106945,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106962,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u106992,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107030,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107045,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107052,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107067,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107085,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107129,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107140,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107150,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107154,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107155,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107164,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107208,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107234,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107280,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107283,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107294,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107304,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107315,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107379,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107386,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107400,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107403,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107408,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107416,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107423,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107426,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107437,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107448,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107464,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107479,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107516,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107563,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107618,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107645,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107700,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107723,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107735,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107768,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107792,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107843,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107880,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107891,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107900,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107901,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107916,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u107956,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108017,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108021,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108029,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108043,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108062,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108076,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108086,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108124,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108141,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108149,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108177,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108180,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108181,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108208,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108238,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108245,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108253,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108280,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108294,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108301,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108305,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108317,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108339,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108381,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108410,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108471,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108481,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108491,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108527,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108529,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108532,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108543,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108568,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108579,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108612,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108621,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108638,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108647,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108671,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108684,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108691,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108714,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108718,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108794,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108841,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108844,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108850,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108887,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108895,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108917,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108932,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108934,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108935,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108967,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108985,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u108997,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109002,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109031,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109039,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109041,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109045,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109051,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109054,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109055,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109057,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109059,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109075,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109104,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109127,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109142,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109161,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109172,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109191,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109193,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109196,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109205,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109219,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109240,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109246,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109251,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109259,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109263,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109267,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109286,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109288,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109290,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109293,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109301,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109305,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109308,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109314,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109316,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109336,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109344,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109358,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109390,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109429,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109435,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109437,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109446,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109447,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109460,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109463,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109473,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109477,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109500,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109504,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109505,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109511,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109522,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109523,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109530,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109535,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109544,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109552,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109553,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109554,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109557,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109558,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109583,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109589,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109594,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109599,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109629,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109635,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109649,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109661,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109668,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109678,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109688,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109690,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109727,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109736,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109754,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109755,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109756,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109804,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109814,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109819,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109828,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109833,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109863,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109872,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109874,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109902,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109904,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109921,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109923,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109955,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109956,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109970,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u109998,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110001,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110005,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110035,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110080,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110097,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110106,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110111,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110113,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110124,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110127,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110128,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110129,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110131,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110135,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110178,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110248,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110256,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110264,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110267,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110279,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110324,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110325,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110332,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110347,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110360,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110423,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110468,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110559,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110567,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110577,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110579,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110678,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110689,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110705,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110730,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110732,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110735,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110738,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110747,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110753,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110771,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110790,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110809,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110819,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110851,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110855,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110863,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110882,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110883,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110889,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110908,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110912,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110919,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110930,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110947,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110948,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110981,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110985,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u110988,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111014,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111042,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111045,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111054,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111058,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111079,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111101,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111105,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111119,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111120,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111122,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111136,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111146,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111147,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111150,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111169,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111172,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111178,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111203,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111227,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111231,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111268,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111284,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111305,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111307,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111389,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111404,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
u111412,u100012,Lenarviricota,Allassoviricetes,.,.,.,.,+ssRNA
